Name,Keywords,Result
Responsive Website Development and Design,"responsive website development, design","['Responsive Web Design: What It Is And How To Use It', 'HTML Responsive Web Design', 'Responsive design - Learn web development | MDN', ""The Beginner's Guide to Responsive Web Design in 2024"", '11 Powerful Examples of Responsive Web Design', 'Responsive web design basics | Articles', 'Responsive web design', 'Responsive Web Design Introduction', 'What Is Responsive Web Design? And How to Get Started', 'Design']"
Learning MEAN Stack by Building Real world Application,"building real world application, learning mean stack","['Building a Real-world C# Application', 'How to Build Real World Web Applications with Couchbase', 'How do you Learn to Build Substantial', 'Real-World Apps?', 'LLMOps: Building Real-World Applications With Large ...', 'Building Real-World Web Applications with Vue.js 3 ...', 'Learning MEAN Stack by Building Real world Application ...', 'Building-Real-world-Web-Applications-with-Vue.js-3 ...', 'How I built a real world project for the first time', 'Learning MEAN Stack by Building Real world Application ...']"
Cyber Incident Response,cyber incident response,"['Cybersecurity Incident Response', 'Cyber Incident Response', 'What Is Incident Response?', 'What is Incident Response? Definition and Complete Guide', 'Computer Security Incident Handling Guide', 'How to Design a Cyber Incident Response Plan', 'What is Incident Response?', 'NIST Incident Response Plan: Building Your IR Process', 'Cybersecurity Incident Management and Response Guide']"
Academic Skills for University Success,"university success, academic skills","['University Success - Adult English Language Learning', 'University Success Reading Advanced', 'Student Book with ...', 'University Success Advanced', 'University Success Intermediate', 'University Success NEW', 'Success - University of Northern Iowa', 'Success | Leahy Community Health and Family Center', 'University Success', 'Understanding University Success. A Report from Standards ...']"
Learn English,learn english,"['British Council: Learn English Online', 'Learn English Online at USA Learns', 'Learn English with EnglishClass101.com', 'Cambridge English | Learning English', 'Learn English Free - English Learning Online', 'Voice of America - Learn American English with VOA Learning ...', 'Learn English Free Online', 'USA Learns Homepage']"
Materials Science for Technological Application,"technological application, materials science","['What is Technology Application', '10 Technological Applications In 21st-Century Job', 'Technology Applications', 'How technology applications drive business growth', 'Chapter 4: Technology Applications', 'Technology in Schools', 'TECHNOLOGICAL APPLICATION collocation | meaning and ...', 'Technology Applications and Implications', '20 Types of Technology: Definitions and Examples', 'Technology Application - an overview | ScienceDirect Topics']"
"Build Website with HTML, JavaScript, AngularJS, and React","build website, react, javascript, html, angularjs","['Website Builder ï¿½ï¿½ï¿½ Create a Website in Minutes ï¿½ï¿½ï¿½ Squarespace', 'The 8 best free website builders in 2024', 'Website Builder - Create a Free Website', 'Wix.com: Website Builder - Create a Free Website Today', 'Free Website Builder: Build a Free Website or Online Store ...', 'Website Builder | Create a Free Website in Minutes', 'How to make a website for free/myself/on my own?', 'Webflow: Create a custom website | Visual website builder', 'React', 'React ï¿½ï¿½ï¿½ A JavaScript library for building user interfaces']"
Waves and Optics,"waves, optics","['Waves Audio - Mixing', 'Mastering & Music Production Tools', 'Waves (2019)', 'Waves (film)', 'Watch Waves', 'Waves', 'Waves', 'Optics', 'Optics | History', 'Applications']"
IT Support Google,support google,"['Google Help', 'Account support', 'Support Hub | Google Cloud', 'Google Customer Service Phone Number (866) 246-6453 ...', 'Contact Us', 'Google IT Support Professional Certificate', 'Google IT Support Certificates']"
Esports,esports,"['Esports', 'esports.com - Everything else is just Gaming!', 'Esports Part 1: What are Esports?', 'LoL Esports', 'eSports: The sport of the digital generation', 'Esports Insider: The Latest Esports Industry News', 'IESF | The home of Esports', 'Esports Entertainment Group: Home', 'What is eSports? History', 'Top Teams']"
Startup Entrepreneurship,startup entrepreneurship,"['Strategy for Start-ups', 'How to Start a Startup in 9 Easy Steps', 'Entrepreneurial Startups', 'What Is A Startup', 'What is a Startup: Types and Ideas', 'What Is A Startup? (With Definition', 'Types And Advantages)', 'Startup Entrepreneurship Specialization [4 courses] (TIIT)', 'Entrepreneurship', 'Startups']"
Python: A Guided Journey from Introduction to Application,"guided journey, python, introduction, application","['Overview of Guided Journeys', 'A Guided Journey | Public Health', 'A Guided Journey', 'BRETT SHELDON', 'LCSW: Owner and Supervisor', 'Guided Journey Counseling Center: Home', 'Guided Journeys', 'Plus Guided Journey | The Law School Admission Council', 'Guided Journey Counseling & Consulting', 'LLC']"
Software Engineering,software engineering,"['What is Software Engineering?', 'Software engineering', 'What Does a Software Engineer Do?', 'What is software engineering?', 'What Is a Software Engineer? | Skills and Career Paths', 'Introduction to Software Engineering', 'Software Developers', 'Quality Assurance Analysts', 'and ...', 'How To Become a Software Engineer: What To Know']"
Data Science and Analysis Tools - from Jupyter to R Markdown,"r markdown, data science, analysis tools, jupyter","['R Markdown', 'R Markdown Cheat Sheet', 'R Markdown: The Definitive Guide', '27 R Markdown - R for Data Science - Hadley Wickham', 'R Markdown Tutorial for Beginners', 'Introduction to R Markdown', 'Data science', 'What is Data Science?', 'What is Data Science? - UC Berkeley Online', 'What is Data Science?']"
Spacecraft Formation Relative Orbits,spacecraft formation relative orbits,"['Spacecraft Formation Relative Orbits Specialization', 'J2 -Invariant Relative Orbits for Spacecraft Formations', 'Invariant relative orbits for spacecraft formation flying in ...', 'Spacecraft Formation Relative Orbits', '""Spacecraft Formations Using Relative Orbital Elements and ...', 'AAS 20-620 GEOMETRIC RELATIVE ORBITAL ELEMENT ...', 'Definition of Relative Orbit Elements of Spacecraft ...', 'Relative Dynamics and Control of Spacecraft Formations in ...']"
Desain UX Google,desain ux google,"['Google UX Design Certificate', 'Google UX Design Professional Certificate', 'Desain UX Google Professional Certificate', 'What do you guys think about Google UX Design ...', 'Google Design', 'Design - Google Careers', 'My Review on Google UX Design Certificate | by Ilma Andrade', 'Google UX Design Certificate', 'Google Career Certificate in UX Design']"
Career Discovery,career discovery,"['Career Discovery', 'Career Exploration - Student Resources', 'What is the career discovery process and how does it apply ...', 'A Comprehensive Guide to Using the Career Discovery ...', 'Foundations in Career Discovery - Ramsey Store', 'Home - Central AlabamaWorks! Career Discovery', 'What Is a Career Discovery Program for Students?', 'Career Explorer', 'Career Discovery', 'Explore - Career Discovery NYC']"
Strategic Thinking for Everyone,"strategic thinking, everyone","['4 Ways to Develop Your Strategic Thinking Skills - HBS Online', 'How to Demonstrate Your Strategic Thinking Skills', 'What is Strategic Thinking?. The Four Key Characteristics', '6 Steps to Develop Your Strategic Thinking Skills', 'What Is Thinking Strategically? Definition and How To ...', ""What is 'strategic thinking'?"", 'Strategic Thinking', 'Everyone Definition & Meaning', 'Everyone for every body', 'EVERYONE Definition & Meaning']"
Social Determinants of Health: Data to Action,"social determinants, health, data, action","['Social Determinants of Health at CDC | About', 'Social determinants of health', 'CDC - Social Determinants of Health - STLT Gateway', 'Beyond Health Care: The Role of Social Determinants in ...', ""The Social Determinants of Health: It's Time to Consider ..."", 'Social Determinants of Health Literature Summaries', 'Understanding Social Determinants of Health', 'What is a social determinant of health? Back to basics - PMC', 'Health: Trusted and Empathetic Health and Wellness ...', 'National Institutes of Health (NIH) | Turning Discovery Into ...']"
Strategising: Management for Global Competitive Advantage,"global competitive advantage, strategising, management","['The Competitive Advantage of Nations', 'How Global Companies Win Out', 'Global competitive advantage (Chapter 3)', 'Competitive Advantage Definition With Types and Examples', 'How to Gain a Competitive Edge in a Global Marketplace', 'How can you keep your competitive edge in a global market?', 'Global competitive advantage success pillars', 'Sources of Competitive Advantage from a Global Strategy', 'How Can We Gain a Competitive Advantage for Our ...', 'Strategising']"
American History Through Baseball,"american history, baseball","['History of the United States', 'American History [ushistory.org]', 'National Museum of American History - Smithsonian Institution', 'U.S. History Primary Source Timeline', 'United States | History', 'Map', 'Flag', '& Population', '26 Decade-Defining Events in U.S. History', 'US History']"
Desarrollador back-end de Meta,"end de meta, desarrollador back","['Meta Back-End Developer Professional Certificate', 'Desarrollador front-end de Meta Professional Certificate', 'Front-End and Back-End Developer Certificates', 'Is the Meta Front-End Developer Professional Certificate ...', ""Meta's Front End Dev certification worth it? : r/Frontend"", 'Online Course: Desarrollador front-end de Meta from Meta', 'Introduction To Front-End Development for Beginners by Meta ...', 'Meta Front-End Developer Certificate Review', 'Professional Certificate Exams from Meta | Meta for Business', ""If I start learning 'front-end' and 'back-end'""]"
Semiconductor Characterization,semiconductor characterization,"['Semiconductor characterization techniques', '13. Semiconductor Characterization Techniques', 'Semiconductor Characterization Specialization', 'Semiconductor Parametric Characterization Basic Training ...', 'Semiconductor Device Characterization', 'Characterizing semiconductor devices using computational ...', 'SEMICONDUCTOR MATERIAL AND DEVICE ...', 'Semiconductor Characterization Depends on ...', 'Material Characterization of Semiconductor Devices', 'A Review of Modern Characterization Methods for ...']"
DevOps: Introduction to Developer Operations,"developer operations, introduction, devops","['What is Dev-Ops? - Development Operations Process Guide', 'What is DevOps? - DevOps Models Explained', 'DevOps', 'What Is DevOps? A Quick Guide to Development Operations', 'Introduction to Development Operations | The Digital Factory', 'What is DevOps?', 'What Is DevOps? The Ultimate Guide', 'What is DevOps?', 'Introduction to Developer Operations', 'What is DevOps? How Development + Operations Helps ...']"
Econometrics for Economists and Finance Practitioners,"finance practitioners, economists, econometrics","['Practitioners', 'Day in the Life: Finance Practitioners', 'The Association for Financial Professionals: AFP', 'Registered Financial Professionals', '20 Key Skills Finance Professionals Need To Cultivate', 'What Do Finance Professionals Do?', 'Is Finance a Good Career Path?', 'Are finance professionals really different from everybody ...', '10 Effective Ways for Full-Time Finance Practitioners to ...', 'Economists : Occupational Outlook Handbook']"
Global Health Innovations,global health innovations,"['Our Work ï¿½ï¿½ï¿½ Global Health Innovations', 'Global Health Innovations', 'FY 2023 | Report to Congress', 'Our Team', 'Global Health Innovations Specialization', 'Global Health Innovation Index | Document', 'Global health innovation needs a reality check', '17 top healthcare innovations 2023', 'identified by the global ...', '5 innovations that are revolutionizing global healthcare']"
Cybersecurity Leadership and Management,"cybersecurity leadership, management","['Learn cyber leadership skills from cyber industry leaders', 'CEO-Level Guide: Cybersecurity Leadership', 'Cybersecurity Leadership for Non-Technical Executives | MIT', 'SANS Cybersecurity Leadership Training & Resources', 'Cybersecurity Leadership Program', 'The Importance of Cybersecurity Leadership', 'Cybersecurity Leadership: Powering the Modern ...', 'Cybersecurity Leadership - eCornell - Cornell University', 'Cybersecurity Leadership and Strategy Professional ...', 'Management']"
Introduction to Junos OS,"junos os, introduction","['Junos OS | Juniper Networks US', 'Junos OS Overview', 'Junos OS', 'Junos OS (Juniper Networks) | Release lifecycle & end-of- ...', 'Pros and Cons of Junos OS 2024', 'Juniper Networks Releases Security Bulletin for Junos OS ...', 'Junos OS Fundamentals - Juniper - BEGINNER', 'New Juniper Junos OS Flaws Expose Devices to Remote ...', 'Junos OS Pricing', 'Features']"
Secure Coding in Laravel,"secure coding, laravel","['What is Secure Coding?', 'Secure coding practices every developer should know', 'OWASP Secure Coding Practices-Quick Reference Guide', 'Secure Development | Software Engineering Institute', 'Secure Code Warrior: Secure Code Learning for Developers', 'Secure Coding Tutorials', '8 Best Secure Coding Practices', 'SecureCoding | Everything You Need To Know About Code ...', 'Secure Coding Practice Guidelines', 'Laravel - The PHP Framework For Web Artisans']"
Ethics in the Age of AI,"ethics, ai, age","['Ethics', 'Ethics | Definition', 'History', 'Examples', 'Types', 'Philosophy', '& ...', 'Ethic Definition & Meaning', 'ethics | Wex | US Law | LII / Legal Information Institute', 'What Is Ethics in Research & Why Is It Important?']"
System Issues in Cloud Computing,"system issues, cloud computing","['How Do You Identify a Systems Problem? | POLARIS', 'Support - System Status', ""Today's Most Critical Workplace Challenges Are About ..."", 'Troubleshoot and Fix System Performance Issues', '8 Major Problems with the U.S. Healthcare System Today', 'How to spot systemic problems in your organisation', 'What is a system problem? - FAQ - NearlyFreeSpeech.NET', 'ï¿½ï¿½ï¿½System Error We seem to be experiencing system issues. ...', 'Five tips for identifying system issues (Proceedings)', 'Systems issue Definition']"
Building Your Freelancing Career,"freelancing career, building","['How To Become a Freelancer in 2024: The Complete Guide', 'What Is Freelancing? A Complete Guide to Freelance Jobs', 'Freelance Jobs', 'How To Become a Freelancer in 11 Steps (And Benefits)', 'How to Start Freelancing With No Experience', 'The 10 best freelance jobs in demand now (2023)', 'Working as a Freelancer in 2024: Your Guide', 'Is becoming a freelancer truly worth it?', 'Building', 'BUILDING Definition & Meaning']"
Data-Driven Leadership Skills,"driven leadership skills, data","['Leadership Development for High Performers | Driven ...', 'The 8 key Leadership Skills you need to know in 2024', '8 Leadership Skills to Drive Workforce Performance in 2024', 'Six Power Skills Every Results-Driven Leader Needs', 'Leadership Practices That Drive Results', 'Values-Based Leadership: Traits and Benefits', 'Lead Like a Boss: 5 Traits of Purpose-Driven Leaders', 'Data', 'Data.gov Home - Data.gov', 'Data Definition & Meaning']"
Office Productivity Software,office productivity software,"['The Best Productivity Apps for 2024', 'What is productivity software?', 'Best productivity tool of 2024', 'Productivity software', 'Best Productivity Software 2024', '10 Best Office Productivity Suite Software in 2024', 'The best productivity apps in 2024', 'Productivity Software: The Ultimate Guide', 'Office Productivity Software Specialization']"
Serverless Data Processing with Dataflow,"serverless data processing, dataflow","['Serverless Data Processing', 'Serverless Data Processing on AWS', 'How to build a serverless data processing and analytics ...', 'Serverless Data Processing', 'Large-Scale Serverless Data Processing: 5 Best Practices', 'Serverless Data Processing with Dataflow: Foundations', 'Serverless Data Processing with Dataflow Specialization', 'Serverless Data Processing with AWS Lambda and Step ...', 'Serverless Data Processing on AWS :: My AWS Workshop', 'Dataflow']"
Solving Complex Problems,solving complex problems,"['Six Tips For Solving Complex Problems', 'The 7 Timeless Steps to Guide You Through Complex ...', 'How do you deal with complex problem-solving : r/webdev', 'Solving Complex Problems Specialization', 'What is the best way to solve a complex problem?', '35 problem-solving techniques and methods for ...', 'How To Solve Complex Problems', 'An Introduction to Complex Problem Solving']"
A Practitioner's Approach to Power Distribution & Automation,"power distribution, practitioner, automation, approach","['Electric power distribution', '3PL Warehouse', 'Fulfillment Center and Distribution Company', 'Electric Power Generation', 'Transmission', 'and Distribution ...', 'Power Distribution | APC USA', 'Power Distribution. Heavy Duty', 'Safe & Reliable', 'Power Distribution & Circuit Protection']"
Valuation and Financial Analysis For Startups,"financial analysis, valuation, startups","['Financial Analysis: Definition', 'Importance', 'Types', 'and ...', 'What is Financial Analysis? Types & Examples', 'Overview', 'Guide', 'Types of Financial Analysis', 'Financial analysis', 'Introduction to Financial Analysis - Open Textbook Library']"
Developing Applications on AWS,"developing applications, aws","['Developing applications', 'What is Application Development? A Detailed Guide to 2024', 'How To Develop an App in 12 Easy Steps (2024 Guide)', 'What is application development? - Zoho Creator', 'How to Develop an Application in 10 Easy Steps', 'App Development Essentials: Learn App Basics', 'A Complete Guide on Application Development', 'CS193p - Developing Apps for iOS', 'What Are the Different Types of Application Development?', 'Application Development | Google Cloud Blog']"
Database systems,database systems,"['What Is a Database?', 'What is a database management system?', 'Database', 'Database Systems: A Simplified Analysis 101', 'Introduction of DBMS (Database Management System)', 'Database Systems: The Complete Book', 'Where can I start learning database systems? Any free ...', 'Database Systems | Electrical Engineering and Computer ...', 'What is Database Systems? : An Overview of DBMS']"
Applied Digital Literacy,applied digital literacy,"['Applied Digital Skills: Teach & Learn Practical Digital Skills', 'The Applied Digital Skills Program', 'Digital Literacy Overview - Applied Digital Skills Help', 'GCF Teacher Guides: Applied Digital Skills', 'Applied Digital Literacy Specialization [3 courses] (SUNY)', 'About Applied Digital Skills']"
Interviewing and Resume Writing in English,"resume writing, interviewing, english","['How to Write a Resume in 2024 (Examples & Guide)', 'How To Make a Comprehensive Resume (With Examples)', ""How to Make a Resume in 2024 | Beginner's Guide"", ""How to Write a Resume for Today's Job Market"", 'The Best Free Online Resume Builder - ResumeBuilder.com', 'Resume Writing Basics', 'Professional Resume Writing Service by Experts', 'How to Write a Rï¿½ï¿½sumï¿½ï¿½ That Stands Out', 'How to Make a Resume in 2024: Writing Guide + Examples', 'Strategies of Effective Interviewing']"
Health Systems Development,health systems development,"['Health Systems Strengthening | Global Health', 'Health Systems Development Specialization', 'CHAPTER 6: Stages of Health System Development and ...', 'framework for health systems development towards universal', 'Vision for Health System Strengthening 2030 | Global Health', 'Health Systems Development: Introduction to Health Systems', 'Health Systems Development | Faculty of Medicine', 'Global Health Systems and Policy Development', 'Delta Region Community Health Systems Development ...', 'An Introduction to Health Systems (Chapter 1)']"
Become a Sustainable Business Change Agent,"sustainable business change agent, become","['Become a Sustainable Business Change Agent ...', 'Become a Sustainable Business Change Agent', 'Corporate Change Agents for Sustainability', 'Sustainability Change Agent Accelerator', 'Become a Sustainable Business Change Agent', 'Corporate change agents for sustainability: Transforming ...', 'The 7 Habits of Highly Effective Sustainability Change Agents', 'Become a Sustainable Business Change Agent Specialization', 'Change Agent - an overview', 'Become Definition & Meaning']"
Lean Six Sigma,lean six sigma,"['What is Lean Six Sigma?', 'Lean Six Sigma Institute', 'Lean Six Sigma Process Improvement', 'Lean Six Sigma', 'Lean Six Sigma Certification | 6 Sigma Training', 'Lean Six Sigma In 8 Minutes | What Is Lean Six Sigma? | Lean ...', 'What is Lean Six Sigma', 'What Makes Lean Six Sigma Important', '4 Reasons to Become a Lean Six Sigma Black Belt']"
Total Data Quality,total data quality,"['Total Data Quality Specialization [3 courses] (UMich)', 'Total Data Quality Management - an overview', 'Learn the Total Data Quality Framework', 'TDQM Program - MIT Information Quality (MITIQ) Program', 'Total Data Quality | Michigan Online', 'A Product Perspective on - Total Data', 'The Total Data Quality Framework', 'Total Data Quality Management: A Study of Bridging Rigor ...', '5 Helpful Data Quality Frameworks You Need To Know', 'Total Data Quality Management and Total Information ...']"
Analytics for Decision Making,"decision making, analytics","['Decision-making', '7 Steps of the Decision-Making Process', 'What is decision making?', 'How to Make Great Decisions', 'Quickly', '7 STEPS TO EFFECTIVE DECISION MAKING', 'What is the decision-making process? | Definition from ...', 'Decision-Making', '7 Important Steps of the Decision Making Process [2024]', 'How to Make Decisions - A Model for Making the Best ...']"
Exam Prep: AWS Certified DevOps Engineer - Professional,"aws certified devops engineer, exam prep, professional","['AWS Certified DevOps Engineer - Professional Certification', 'DevOps Engineer - Digital and Classroom Training', 'AWS Certified DevOps Engineer Professional 2024 - Udemy', 'Updated AWS Certified DevOps Engineer ï¿½ï¿½ï¿½ Professional', 'AWS DevOps Engineer Salary: 2024 Guide', 'DevOps Engineering on AWS | Classroom Training', 'What Is an AWS DevOps Engineer (Professional Level)?', 'AWS Certified Developer - Associate Certification', 'AWS Certified DevOps Engineer Journey: From Associate ...', 'Exam Prep | Nursing']"
Programming in Python: A Hands-on Introduction,"python, programming, introduction, hands","['Welcome to Python.org', 'Python (programming language)', 'Python Tutorial', 'Online Python - IDE', 'Editor', 'Compiler', 'Interpreter', 'Python', 'Online Python Compiler (Interpreter)', 'Learn Python - Full Course for Beginners [Tutorial]']"
CertNexus Certified Ethical Emerging Technologist,certnexus certified ethical emerging technologist,"['Certified Ethical Emerging Technologist - CEET', 'CertNexus Certified Ethical Emerging Technologist ...', 'Certified Ethical Emerging Technologistï¿½ï¿½ï¿½ (CEET)', 'Certified Ethical Emerging Technologistï¿½ï¿½ï¿½ (CEET)', 'CEET - CertNexus Certified Ethical Emerging Technologist', 'CertNexus Certified Ethical Emerging Technologist', 'Certified Ethical Emerging Technologist (CEET)', 'CertNexus-Certified-Ethical-Emerging-Technologist. ...', 'Certified Ethical Emerging Technologist - DATA ETHICS', 'CertNexus On']"
Strategic Communication Campaigns,strategic communication campaigns,"['Strategic Communication Campaigns Specialization', 'What strategic communication campaigns have you ...', 'Strategic Communication Campaign Fundamentals', 'Five Components Of A Successful Strategic ...', 'Strategic Communication Examples to Model in Your PR ...', 'Strategic Communication Campaigns', 'How to Measure Your Strategic Communication Campaigns', 'The Difference between Strategic Communications and ...']"
Internet of Things and AI Cloud,"ai cloud, things, internet","['AI Cloud: Trusted GPT Artificial Intelligence for Businesses', 'What is AI Cloud? | Glossary', 'What is an AI Cloud?', ""AI Cloud: A Guide to Salesforce's Trusted"", 'Open', 'and ...', 'Claude AI', 'AI & Machine Learning Products & Services', 'Cloud AI', 'OpenText AI Cloud']"
Web Technologies and Security,"web technologies, security","['Web Technology', 'Web Technologies Every Web Developer Must Know', 'Web Development | Information Technology Program', 'Web technology for developers - MDN Web Docs', '9 Web Technologies Every Web Developer Must Know in ...', 'Web technologies every web developer must be aware of ...', 'Best Web Technologies Courses Online with Certificates ...', 'Web Technologies Program', '11 Web Development Trends to Expect in 2023', 'According ...']"
Data Science at Scale,"data science, scale","['Data science', 'What is Data Science?', 'What is Data Science? - UC Berkeley Online', 'Best Data Science Courses Online [2024]', 'What is Data Science? A Simple Explanation and More', 'What Is Data Science? Definition', 'Examples', 'Jobs', 'and More', 'Data Science | DataRobot AI Wiki']"
Electrodynamics,electrodynamics,"['Classical electromagnetism', 'Quantum electrodynamics', 'ElectroDynamics Inc', 'electrodynamics.org', '2: Introduction to Electrodynamics', 'ElectroDynamics', 'Introduction to Electrodynamics: Griffiths', 'David J.', 'Everything You Need to Know About Electrodynamics', 'Electrodynamics - an overview | ScienceDirect Topics']"
Ethical Decision-Making in the Tech Industry,"tech industry, ethical decision, making","['2024 Technology Industry Outlook', ""AI engineers face burnout in 'rat race' to stay competitive ..."", 'What is the tech industry?', 'Technology company', 'How Americans view Big Tech in 2024', ""High Tech - California Governor's Office of Business and ..."", 'Technology: Background - globalEDGE', 'State of the Tech Workforce 2024', 'What is Ethical Decision-Making and Why Does It Matter?', 'A Framework for Ethical Decision Making']"
Analysing: Numeric and digital literacies,"digital literacies, numeric, analysing","['What Is Digital Literacy?', 'Digital literacy', 'What is Digital Literacy: Definition and Uses in Daily Life', ""Digital Literacy ï¿½ï¿½ï¿½ Welcome to ALA's ..."", 'Digital Literacy', 'Digital literacy', 'Developing Digital Literacy Skills -', 'Digital literacies: What are they and why should we care?', 'Numeric', 'Numeric Definition & Meaning']"
Learn English: Writing Effectively with Complex Sentences,"writing effectively, learn english, complex sentences","['Effective Writing | Learn Science at Scitable', 'Editing Tips for Effective Writing | International Relations', '10 Rules To Follow for Effective Writing', 'The Science of Strong Business Writing', '8 Writing Strategies to Write More Effectively', '7 Ways to Improve Your Writing Skills', 'How to Write Effectively (with Pictures)', 'Four Cs of Effective Writing', 'British Council: Learn English Online', 'Learn English Online at USA Learns']"
Animals and Society,"society, animals","['Society', 'Society Definition & Meaning', 'Society', 'SOCIETY | definition in the Cambridge English Dictionary', 'SOCIETY Definition & Meaning', 'Watch The Society | Netflix Official Site', 'SOCIETY Synonyms: 114 Similar and Opposite Words', 'Open Society Foundations', 'Eddie Vedder - Society (HD)', 'SOCIETY | Where Food Meets Fellowship']"
Machine Learning for Marketing,"machine learning, marketing","['Machine learning', 'What Is Machine Learning (ML)?', 'Machine learning', 'explained', 'What is Machine Learning? Definition', 'Types', 'Tools & More', 'What Is Machine Learning? Definition', 'Types', 'and Examples']"
Fundamentals of Computer Network Security,"computer network security, fundamentals","['What Is Network Security?', 'Network Security', 'What is Network Security? The Different Types of Protections', 'What is Network Security?', 'What is Network Security? Definition', 'Importance and Types', 'Network security', 'Network Security Basics- Definition', 'Threats', 'and Solutions']"
Human Anatomy & Physiology II,"physiology ii, human anatomy","['Anatomy and Physiology II | Simple Book Production', 'Anatomy & Physiology 2 Online Course', 'Anatomy & Physiology II - ASU CareerCatalyst', 'Anatomy and Physiology 2 (HA&P2-458-DL)', 'Anatomy & Physiology I & II ï¿½ï¿½ï¿½ Open & Free ï¿½ï¿½ï¿½ OLI', 'Human Anatomy & Physiology II | Online Course', 'Anatomy and Physiology II - Accelerated Sciences', 'Anatomy & Physiology II (BIO 210E/BIO 210LE)', 'Anatomy & Physiology II Course - Online Video Lessons', 'Anatomy | MedlinePlus']"
Tools for Security Specialists,"security specialists, tools","['Security Specialists: Integrated Electronic Security Solutions', 'Security Specialist Jobs (with Salaries) | Indeed.com Canada', 'How to Become a Security Specialist', 'IT Security Specialist Job Description|ITjobs.ca', 'Security Specialist: What Is It? and How to Become One?', 'Cybersecurity Specialist Career Path | Job Description & ...', 'What Does An IT Security Specialist Do?', 'Security Specialist', 'What does an Information Security Specialist do?', 'Tools']"
Google Cloud Infrastructure for Azure Professionals,"google cloud infrastructure, azure professionals","['Global Infrastructure - Google Cloud', 'Google Cloud: Cloud Computing Services', 'Google Cloud Platform', 'Google Cloud Platform', 'Essential Google Cloud Infrastructure: Foundation', 'Infrastructure: Compute', 'Storage', 'Networking', 'Google Cloud Fundamentals: Core Infrastructure', 'Find an Azure Expert Partner']"
Teaching Writing,teaching writing,"['Efficient Ways to Improve Student Writing - UW-Whitewater', 'Teaching Writing as Process', 'Teaching Elementary School Students to Be Effective Writers', 'The Art of Teaching Writing', 'Teaching Writing by Lucy Calkins', 'TeachWriting.org', 'Guides to Teaching Writing | Harvard Writing Project', 'Teaching Writing in Elementary School', 'Teaching Secondary Students to Write Effectively', 'How To Teach Writing Skills in the Classroom in 8 Steps']"
Healthcare Trends for Business Professionals,"healthcare trends, business professionals","[""Next in health services 2024: Healthcare's big squeeze ..."", '12 healthcare trends and issues we are following for 2024', 'What to expect in US healthcare in 2024 and beyond', 'Ten 10-Year Trends for the Future of Healthcare', 'The 10 Biggest Trends Revolutionizing Healthcare In 2024', '3 digital health trends that are transforming patient care', '2024 Outlook for Health Care', 'Trends in health care spending | Healthcare costs in the US', 'Six Trends That Are Shaping the Future of Healthcare', 'Medical cost trend: Behind the numbers 2024']"
Leadership: An Introduction,"leadership, introduction","['Understanding Leadership', 'What Is Leadership? | Definition by TechTarget', 'Leadership Definition & Meaning', 'What is leadership: A definition and way forward', 'Leadership', 'What is Leadership? Operational Vs. Strategic Leaders', 'What Is Leadership? - How to Lead Your Team Skilfully', '12 Characteristics of a Good Leader - Ccl.org', 'Leadership', 'Leadership']"
Leadership Out of the Box,"leadership, box","['Understanding Leadership', 'What Is Leadership? | Definition by TechTarget', 'Leadership Definition & Meaning', 'What is leadership: A definition and way forward', 'Leadership', 'What is Leadership? Operational Vs. Strategic Leaders', 'What Is Leadership? - How to Lead Your Team Skilfully', '12 Characteristics of a Good Leader - Ccl.org', 'Leadership', 'Leadership']"
Scale Up Your Startup,"startup, scale","[""What a Startup Is and What's Involved in Getting One Off ..."", 'Startup company', 'Startup Grind: About Us', 'StartUp - Gimlet Media', 'StartUp (TV Series 2016ï¿½ï¿½ï¿½2018)', 'What Is a Startup Company', 'Anyway?', 'Startup Jobs ï¿½ï¿½ï¿½ Developer', 'designer', 'marketing']"
Social Entrepreneurship,social entrepreneurship,"['Social Entrepreneur: Definition and Examples', 'Social Entrepreneurship: The Case for Definition', ""Social Entrepreneurship: What It Is and Why Everyone's ..."", 'Career Paths in Social Entrepreneurship - GSEP Blog', 'Social entrepreneurship', 'What is Social Entrepreneurship? [+7 Examples]', 'What Is Social Entrepreneurship?', 'Social Entrepreneurship', 'What Is Social Entrepreneurship? Types', 'Models']"
Introduction to Information Systems for Business,"information systems, introduction, business","['Information system | Definition', 'Examples', '& Facts', 'What is information systems (IS)? | Definition from TechTarget', 'What Is Information Systems?', 'What Is Information Systems?', 'Information Systems | Journal', 'What Is an Information System? - UC Berkeley Online', 'Six Major Types of Information Systems [With Applications]', 'What is information systems? Definition']"
iOS Development for Creative Entrepreneurs,"ios development, creative entrepreneurs","['iOS App Dev Tutorials | Apple Developer Documentation', 'App Development - Higher Education', 'What Is an iOS App Developer? A 2024 Guide', 'Top iOS Development Courses Online - Updated [May 2024]', 'How realistic to make a living by writing IOS Apps : r/swift', 'Bring your ideas to life', 'What Is IOS App Development?', 'Getting Started with iOS App Development', 'How to Develop an iOS App ï¿½ï¿½ï¿½ A Complete Guide', '10 Most Creative Entrepreneurs in the United States']"
